Z,A,M
  98,207, 118.542
  58,208, 349.141
  59,208, 320.592
  60,208, 290.846
  61,208, 265.208
  62,208, 238.272
  63,208, 215.472
  64,208, 191.267
  65,208, 171.221
  66,208, 149.655
  67,208, 132.264
  68,208, 113.233
  69,208,98.387
  70,208,81.776
  71,208,70.181
  72,208,55.672
  73,208,45.244
  74,208,32.691
  75,208,24.244
  76,208,13.560
  77,208, 7.004
  78,208,-1.904
  79,208,-6.666
  80,208, -13.896
  81,208, -16.963
  82,208, -22.621
  83,208, -18.798
  84,208, -17.665
  85,208, -12.267
  86,208,-9.587
  87,208,-2.532
  88,208, 1.772
  89,208,10.558
  90,208,16.553
  91,208,27.134
  92,208,34.882
  93,208,47.316
  94,208,56.869
  95,208,71.207
  96,208,83.477
  97,208,99.735
  98,208, 113.122
  58,209, 360.548
  59,209, 330.942
  60,209, 301.635
  61,209, 274.743
  62,209, 248.300
  63,209, 224.184
  64,209, 200.529
  65,209, 179.108
  66,209, 158.154
  67,209, 139.336
  68,209, 120.981
  69,209, 104.659
  70,209,88.792
  71,209,76.059
  72,209,62.431
  73,209,50.509
  74,209,38.915
  75,209,28.939
  76,209,19.291
  77,209,11.171
  78,209, 3.379
  79,209,-2.978
  80,209,-9.011
  81,209, -13.703
  82,209, -18.079
  83,209, -18.745
  84,209, -16.363
  85,209, -12.788
  86,209,-8.823
  87,209,-3.668
  88,209, 1.958
  89,209, 8.770
  90,209,16.129
  91,209,24.663
  92,209,33.818
  93,209,44.136
  94,209,55.142
  95,209,67.296
  96,209,80.201
  97,209,95.046
  98,209, 109.916
  58,210, 370.645
  59,210, 341.702
  60,210, 311.206
  61,210, 284.783
  62,210, 257.085
  63,210, 233.492
  64,210, 208.522
  65,210, 187.683
  66,210, 165.358
  67,210, 147.182
  68,210, 127.405
  69,210, 111.791
  70,210,94.455
  71,210,82.810
  72,210,67.733
  73,210,56.724
  74,210,43.643
  75,210,34.654
  76,210,23.485
  77,210,16.431
  78,210, 7.084
  79,210, 1.873
  80,210,-5.746
  81,210,-9.211
  82,210, -15.201
  83,210, -14.741
  84,210, -16.667
  85,210, -11.833
  86,210,-9.698
  87,210,-3.248
  88,210, 0.473
  89,210, 8.617
  90,210,13.998
  91,210,23.907
  92,210,31.013
  93,210,42.749
  94,210,51.637
  95,210,65.255
  96,210,75.976
  97,210,91.523
  98,210, 104.934
  59,211, 352.280
  60,211, 322.214
  61,211, 294.566
  62,211, 267.349
  63,211, 242.468
  64,211, 218.034
  65,211, 195.848
  66,211, 174.118
  67,211, 154.542
  68,211, 135.423
  69,211, 118.359
  70,211, 101.747
  71,211,88.855
  72,211,74.632
  73,211,62.146
  74,211,49.993
  75,211,39.492
  76,211,29.328
  77,211,20.727
  78,211,12.463
  79,211, 5.674
  80,211,-0.781
  81,211,-5.854
  82,211, -10.599
  83,211, -11.954
  84,211, -12.742
  85,211, -12.077
  86,211,-8.683
  87,211,-4.102
  88,211, 0.915
  89,211, 7.116
  90,211,13.831
  91,211,21.725
  92,211,30.208
  93,211,39.859
  94,211,50.169
  95,211,61.635
  96,211,73.825
  97,211,87.153
  98,211, 101.269
  99,211, 117.372
  59,212, 363.240
  60,212, 332.014
  61,212, 304.826
  62,212, 276.382
  63,212, 252.012
  64,212, 226.290
  65,212, 204.671
  66,212, 181.596
  67,212, 162.646
  68,212, 142.130
  69,212, 125.756
  70,212, 107.699
  71,212,95.750
  72,212,80.093
  73,212,68.490
  74,212,54.867
  75,212,45.323
  76,212,33.653
  77,212,26.087
  78,212,16.285
  79,212,10.608
  80,212, 2.584
  81,212,-1.296
  82,212,-7.638
  83,212,-7.890
  84,212, -10.490
  85,212,-8.666
  86,212,-9.279
  87,212,-3.429
  88,212,-0.287
  89,212, 7.220
  90,212,11.988
  91,212,21.227
  92,212,27.691
  93,212,38.730
  94,212,46.953
  95,212,59.851
  96,212,69.888
  97,212,84.696
  98,212,96.594
  99,212, 113.357
 100,212, 128.130
  59,213, 373.850
  60,213, 343.236
  61,213, 314.851
  62,213, 286.878
  63,213, 261.246
  64,213, 236.048
  65,213, 213.108
  66,213, 190.614
  67,213, 170.289
  68,213, 150.414
  69,213, 132.614
  70,213, 115.263
  71,213, 101.970
  72,213,87.138
  73,213,74.076
  74,213,61.351
  75,213,50.311
  76,213,39.614
  77,213,30.518
  78,213,21.767
  79,213,14.528
  80,213, 7.634
  81,213, 2.162
  82,213,-2.969
  83,213,-5.005
  84,213,-6.491
  85,213,-6.507
  86,213,-5.950
  87,213,-3.986
  88,213, 0.426
  89,213, 6.019
  90,213,12.094
  91,213,19.348
  92,213,27.161
  93,213,36.145
  94,213,45.759
  95,213,56.535
  96,213,68.009
  97,213,80.629
  98,213,94.012
  99,213, 108.524
 100,213, 123.858
  60,214, 353.263
  61,214, 325.326
  62,214, 296.153
  63,214, 271.021
  64,214, 244.561
  65,214, 222.174
  66,214, 198.360
  67,214, 178.646
  68,214, 157.399
  69,214, 140.270
  70,214, 121.499
  71,214, 109.014
  72,214,92.766
  73,214,80.557
  74,214,66.378
  75,214,56.265
  76,214,44.079
  77,214,35.985
  78,214,25.712
  79,214,19.552
  80,214,11.105
  81,214, 6.792
  82,214, 0.078
  83,214,-0.876
  84,214,-4.143
  85,214,-3.023
  86,214,-4.302
  87,214,-1.147
  88,214,-0.478
  89,214, 6.395
  90,214,10.552
  91,214,19.123
  92,214,24.946
  93,214,35.289
  94,214,42.846
  95,214,55.023
  96,214,64.373
  97,214,78.442
  98,214,89.636
  99,214, 105.644
 100,214, 118.728
  60,215, 364.695
  61,215, 335.590
  62,215, 306.876
  63,215, 280.510
  64,215, 254.560
  65,215, 230.879
  66,215, 207.631
  67,215, 186.566
  68,215, 165.943
  69,215, 147.414
  70,215, 129.329
  71,215, 115.417
  72,215,99.966
  73,215,86.313
  74,215,73.003
  75,215,61.410
  76,215,50.167
  77,215,40.558
  78,215,31.303
  79,215,23.597
  80,215,16.246
  81,215,10.357
  82,215, 4.821
  83,215, 2.110
  84,215,-0.065
  85,215,-0.755
  86,215,-0.887
  87,215, 0.405
  88,215, 2.276
  89,215, 5.511
  90,215,10.948
  91,215,17.563
  92,215,24.705
  93,215,33.022
  94,215,41.940
  95,215,52.025
  96,215,62.781
  97,215,74.691
  98,215,87.338
  99,215, 101.125
 100,215, 115.710
  60,216, 374.795
  61,216, 346.276
  62,216, 316.391
  63,216, 290.511
  64,216, 263.326
  65,216, 240.184
  66,216, 215.641
  67,216, 195.171
  68,216, 173.201
  69,216, 155.325
  70,216, 135.843
  71,216, 122.619
  72,216, 105.767
  73,216,92.940
  74,216,78.191
  75,216,67.495
  76,216,54.778
  77,216,46.140
  78,216,35.378
  79,216,28.719
  80,216,19.830
  81,216,15.066
  82,216, 7.962
  83,216, 6.312
  84,216, 2.356
  85,216, 2.607
  86,216, 0.762
  87,216, 3.327
  88,216, 3.340
  89,216, 7.797
  90,216, 9.722
  91,216,17.627
  92,216,22.809
  93,216,32.455
  94,216,39.344
  95,216,50.800
  96,216,59.461
  97,216,72.787
  98,216,83.275
  99,216,98.525
 100,216, 110.889
  61,217, 356.774
  62,217, 327.337
  63,217, 300.250
  64,217, 273.562
  65,217, 249.151
  66,217, 225.159
  67,217, 203.364
  68,217, 182.001
  69,217, 162.749
  70,217, 143.935
  71,217, 129.212
  72,217, 113.129
  73,217,98.874
  74,217,84.965
  75,217,72.804
  76,217,60.999
  77,217,50.862
  78,217,41.087
  79,217,32.897
  80,217,25.071
  81,217,18.746
  82,217,12.784
  83,217, 9.406
  84,217, 6.349
  85,217, 4.692
  86,217, 3.838
  87,217, 4.682
  88,217, 6.190
  89,217, 8.761
  90,217,11.920
  91,217,16.400
  92,217,22.873
  93,217,30.522
  94,217,38.743
  95,217,48.135
  96,217,58.169
  97,217,69.367
  98,217,81.274
  99,217,94.332
 100,217, 108.164
  62,218, 337.085
  63,218, 310.474
  64,218, 282.576
  65,218, 258.690
  66,218, 233.429
  67,218, 212.213
  68,218, 189.527
  69,218, 170.911
  70,218, 150.723
  71,218, 136.582
  72,218, 119.113
  73,218, 105.655
  74,218,90.322
  75,218,79.029
  76,218,65.764
  77,218,56.568
  78,218,45.299
  79,218,38.124
  80,218,28.775
  81,218,23.541
  82,218,16.027
  83,218,13.688
  84,218, 8.800
  85,218, 8.112
  86,218, 5.353
  87,218, 7.209
  88,218, 6.911
  89,218,11.141
  90,218,12.419
  91,218,18.153
  92,218,21.310
  93,218,30.259
  94,218,36.479
  95,218,47.212
  96,218,55.180
  97,218,67.762
  98,218,77.539
  99,218,92.026
 100,218, 103.666
 101,218, 120.109
  63,219, 320.457
  64,219, 293.045
  65,219, 267.915
  66,219, 243.191
  67,219, 220.674
  68,219, 198.578
  69,219, 178.609
  70,219, 159.071
  71,219, 143.373
  72,219, 126.647
  73,219, 111.775
  74,219,97.253
  75,219,84.510
  76,219,72.128
  77,219,61.446
  78,219,51.134
  79,219,42.442
  80,219,34.123
  81,219,27.343
  82,219,20.937
  83,219,16.897
  84,219,13.017
  85,219,10.460
  86,219, 8.680
  87,219, 8.603
  88,219, 9.327
  89,219,11.695
  90,219,14.724
  91,219,18.550
  92,219,22.973
  93,219,28.675
  94,219,36.197
  95,219,44.894
  96,219,54.206
  97,219,64.686
  98,219,75.851
  99,219,88.174
 100,219, 101.248
 101,219, 115.466
  64,220, 302.303
  65,220, 277.685
  66,220, 251.716
  67,220, 229.763
  68,220, 206.367
  69,220, 187.017
  70,220, 166.128
  71,220, 150.918
  72,220, 132.821
  73,220, 118.719
  74,220, 102.787
  75,220,90.883
  76,220,77.055
  77,220,67.284
  78,220,55.492
  79,220,47.783
  80,220,37.955
  81,220,32.233
  82,220,24.288
  83,220,21.265
  84,220,15.706
  85,220,14.108
  86,220,10.462
  87,220,11.385
  88,220,10.180
  89,220,13.591
  90,220,14.789
  91,220,20.406
  92,220,22.926
  93,220,29.914
  94,220,34.282
  95,220,44.290
  96,220,51.562
  97,220,63.395
  98,220,72.457
  99,220,86.178
 100,220,97.087
 101,220, 112.750
 102,220, 125.554
  64,221, 313.000
  65,221, 287.163
  66,221, 261.716
  67,221, 238.486
  68,221, 215.666
  69,221, 194.985
  70,221, 174.728
  71,221, 157.917
  72,221, 140.535
  73,221, 125.034
  74,221, 109.885
  75,221,96.545
  76,221,83.570
  77,221,72.327
  78,221,61.460
  79,221,52.248
  80,221,43.418
  81,221,36.163
  82,221,29.293
  83,221,24.597
  84,221,20.140
  85,221,16.712
  86,221,14.034
  87,221,13.063
  88,221,12.868
  89,221,14.323
  90,221,16.576
  91,221,20.418
  92,221,24.704
  93,221,29.764
  94,221,35.428
  95,221,42.334
  96,221,50.920
  97,221,60.680
  98,221,71.097
  99,221,82.681
 100,221,94.992
 101,221, 108.457
 102,221, 122.711
  64,222, 322.497
  65,222, 297.160
  66,222, 270.492
  67,222, 247.811
  68,222, 223.713
  69,222, 203.635
  70,222, 182.048
  71,222, 165.647
  72,222, 146.908
  73,222, 132.150
  74,222, 115.605
  75,222, 103.075
  76,222,88.668
  77,222,78.305
  78,222,65.973
  79,222,57.713
  80,222,47.386
  81,222,41.156
  82,222,32.760
  83,222,29.061
  84,222,23.062
  85,222,20.581
  86,222,16.075
  87,222,16.093
  88,222,14.007
  89,222,16.492
  90,222,16.793
  91,222,21.709
  92,222,24.357
  93,222,31.114
  94,222,34.855
  95,222,43.078
  96,222,48.638
  97,222,59.720
  98,222,68.061
  99,222,81.011
 100,222,91.182
 101,222, 106.059
 102,222, 118.115
 103,222, 134.968
  64,223, 333.419
  65,223, 306.887
  66,223, 280.728
  67,223, 256.792
  68,223, 233.254
  69,223, 211.868
  70,223, 190.896
  71,223, 172.862
  72,223, 154.812
  73,223, 138.668
  74,223, 122.879
  75,223, 108.926
  76,223,95.342
  77,223,83.522
  78,223,72.084
  79,223,62.334
  80,223,52.974
  81,223,45.224
  82,223,37.870
  83,223,32.523
  84,223,27.649
  85,223,23.435
  86,223,19.887
  87,223,18.048
  88,223,16.960
  89,223,17.527
  90,223,18.869
  91,223,21.808
  92,223,25.541
  93,223,30.812
  94,223,36.124
  95,223,42.399
  96,223,49.287
  97,223,57.379
  98,223,67.045
  99,223,77.884
 100,223,89.425
 101,223, 102.130
 102,223, 115.602
 103,223, 130.225
  64,224, 343.126
  65,224, 317.107
  66,224, 289.749
  67,224, 266.348
  68,224, 241.555
  69,224, 220.755
  70,224, 198.476
  71,224, 180.786
  72,224, 161.393
  73,224, 145.966
  74,224, 128.794
  75,224, 115.623
  76,224, 100.620
  77,224,89.650
  78,224,76.759
  79,224,67.930
  80,224,57.086
  81,224,50.330
  82,224,41.462
  83,224,37.090
  84,224,30.571
  85,224,27.521
  86,224,22.182
  87,224,21.319
  88,224,18.378
  89,224,19.963
  90,224,19.390
  91,224,23.390
  92,224,25.150
  93,224,31.526
  94,224,35.577
  95,224,43.261
  96,224,48.206
  97,224,57.646
  98,224,64.381
  99,224,76.555
 100,224,85.983
 101,224, 100.067
 102,224, 111.366
 103,224, 127.415
  64,225, 353.965
  65,225, 327.078
  66,225, 300.216
  67,225, 275.584
  68,225, 251.335
  69,225, 229.249
  70,225, 207.567
  71,225, 188.226
  72,225, 169.496
  73,225, 152.697
  74,225, 136.253
  75,225, 121.672
  76,225, 107.465
  77,225,95.050
  78,225,83.023
  79,225,72.716
  80,225,62.807
  81,225,54.543
  82,225,46.684
  83,225,40.691
  84,225,35.155
  85,225,30.619
  86,225,26.226
  87,225,23.545
  88,225,21.590
  89,225,21.294
  90,225,21.749
  91,225,23.808
  92,225,26.640
  93,225,31.018
  94,225,36.186
  95,225,42.737
  96,225,48.984
  97,225,56.457
  98,225,64.552
  99,225,73.815
 100,225,84.580
 101,225,96.518
 102,225, 109.199
 103,225, 123.044
  64,226, 363.635
  65,226, 337.266
  66,226, 309.479
  67,226, 285.368
  68,226, 259.886
  69,226, 238.370
  70,226, 215.401
  71,226, 196.355
  72,226, 176.295
  73,226, 160.185
  74,226, 142.372
  75,226, 128.545
  76,226, 112.931
  77,226, 101.338
  78,226,87.870
  79,226,78.454
  80,226,67.073
  81,226,59.770
  82,226,50.410
  83,226,45.372
  84,226,38.215
  85,226,34.916
  86,226,28.768
  87,226,27.053
  88,226,23.281
  89,226,23.990
  90,226,22.568
  91,226,25.674
  92,226,26.569
  93,226,32.038
  94,226,35.213
  95,226,43.003
  96,226,48.055
  97,226,56.848
  98,226,62.981
  99,226,73.623
 100,226,81.520
 101,226,94.805
 102,226, 105.339
 103,226, 120.575
  64,227, 374.710
  65,227, 347.172
  66,227, 319.928
  67,227, 294.853
  68,227, 269.900
  69,227, 247.119
  70,227, 224.731
  71,227, 204.029
  72,227, 184.606
  73,227, 167.138
  74,227, 150.026
  75,227, 134.802
  76,227, 119.955
  77,227, 106.929
  78,227,94.296
  79,227,83.414
  80,227,72.937
  81,227,64.139
  82,227,55.754
  83,227,49.119
  84,227,42.926
  85,227,38.252
  86,227,33.041
  87,227,29.543
  88,227,26.745
  89,227,25.610
  90,227,25.203
  91,227,26.405
  92,227,28.358
  93,227,31.865
  94,227,36.142
  95,227,41.914
  96,227,48.473
  97,227,55.821
  98,227,63.286
  99,227,71.942
 100,227,81.230
 101,227,91.651
 102,227, 103.535
 103,227, 116.591
  64,228, 384.632
  65,228, 357.530
  66,228, 329.114
  67,228, 304.555
  68,228, 278.611
  69,228, 256.470
  70,228, 232.816
  71,228, 212.372
  72,228, 191.633
  73,228, 174.828
  74,228, 156.359
  75,228, 141.862
  76,228, 125.620
  77,228, 113.387
  78,228,99.325
  79,228,89.303
  80,228,77.366
  81,228,69.498
  82,228,59.623
  83,228,53.923
  84,228,46.132
  85,228,42.483
  86,228,35.825
  87,228,33.282
  88,228,28.703
  89,228,28.561
  90,228,26.312
  91,228,28.548
  92,228,28.600
  93,228,33.184
  94,228,35.504
  95,228,42.398
  96,228,46.944
  97,228,56.105
  98,228,61.873
  99,228,71.880
 100,228,79.189
 101,228,91.018
 102,228, 100.066
 103,228, 114.481
  65,229, 367.697
  66,229, 339.725
  67,229, 313.961
  68,229, 288.517
  69,229, 265.223
  70,229, 242.285
  71,229, 220.290
  72,229, 200.163
  73,229, 182.012
  74,229, 164.217
  75,229, 148.336
  76,229, 132.833
  77,229, 119.180
  78,229, 105.923
  79,229,94.447
  80,229,83.383
  81,229,74.030
  82,229,65.100
  83,229,57.827
  84,229,50.979
  85,229,45.703
  86,229,40.321
  87,229,36.030
  88,229,32.415
  89,229,30.464
  90,229,29.217
  91,229,29.585
  92,229,30.681
  93,229,33.338
  94,229,36.745
  95,229,41.657
  96,229,47.337
  97,229,54.461
  98,229,62.319
  99,229,70.367
 100,229,79.038
 101,229,88.865
 102,229,99.333
 103,229, 110.900
  65,230, 378.299
  66,230, 349.168
  67,230, 323.873
  68,230, 297.221
  69,230, 274.452
  70,230, 250.258
  71,230, 228.858
  72,230, 207.427
  73,230, 189.914
  74,230, 170.774
  75,230, 155.592
  76,230, 138.707
  77,230, 125.817
  78,230, 111.143
  79,230, 100.498
  80,230,87.984
  81,230,79.531
  82,230,69.121
  83,230,62.764
  84,230,54.342
  85,230,50.028
  86,230,43.340
  87,230,39.995
  88,230,34.633
  89,230,33.665
  90,230,30.610
  91,230,31.999
  92,230,31.229
  93,230,34.949
  94,230,36.434
  95,230,42.453
  96,230,46.155
  97,230,54.432
  98,230,60.308
  99,230,70.439
 100,230,77.158
 101,230,88.366
 102,230,96.838
 103,230, 109.845
 104,230, 120.031
  66,231, 360.030
  67,231, 333.543
  68,231, 307.369
  69,231, 283.360
  70,231, 259.699
  71,231, 237.030
  72,231, 216.187
  73,231, 197.340
  74,231, 178.848
  75,231, 162.294
  76,231, 146.120
  77,231, 131.821
  78,231, 117.923
  79,231, 105.835
  80,231,94.165
  81,231,84.238
  82,231,74.740
  83,231,66.833
  84,231,59.335
  85,231,53.418
  86,231,47.942
  87,231,42.995
  88,231,38.587
  89,231,35.844
  90,231,33.780
  91,231,33.335
  92,231,33.596
  93,231,35.425
  94,231,37.982
  95,231,42.053
  96,231,46.873
  97,231,53.149
  98,231,60.188
  99,231,68.624
 100,231,77.152
 101,231,86.384
 102,231,96.248
 103,231, 107.236
 104,231, 118.874
  66,232, 369.741
  67,232, 343.703
  68,232, 316.333
  69,232, 292.827
  70,232, 267.923
  71,232, 245.832
  72,232, 223.698
  73,232, 205.463
  74,232, 185.639
  75,232, 169.758
  76,232, 152.212
  77,232, 138.649
  78,232, 123.345
  79,232, 112.058
  80,232,98.949
  81,232,89.890
  82,232,78.924
  83,232,71.914
  84,232,62.864
  85,232,57.889
  86,232,50.810
  87,232,47.181
  88,232,41.060
  89,232,39.288
  90,232,35.451
  91,232,36.015
  92,232,34.444
  93,232,37.322
  94,232,37.992
  95,232,43.154
  96,232,46.031
  97,232,53.443
  98,232,58.487
  99,232,68.105
 100,232,75.270
 101,232,86.024
 102,232,93.919
 103,232, 106.317
 104,232, 115.943
 105,232, 130.116
  67,233, 353.647
  68,233, 326.735
  69,233, 302.001
  70,233, 277.609
  71,233, 254.268
  72,233, 232.697
  73,233, 213.141
  74,233, 193.939
  75,233, 176.697
  76,233, 159.836
  77,233, 144.875
  78,233, 130.318
  79,233, 117.599
  80,233, 105.303
  81,233,94.781
  82,233,84.696
  83,233,76.159
  84,233,68.013
  85,233,61.458
  86,233,55.328
  87,233,50.428
  88,233,45.249
  89,233,41.738
  90,233,38.880
  91,233,37.644
  92,233,37.091
  93,233,38.111
  94,233,39.839
  95,233,43.089
  96,233,47.067
  97,233,52.512
  98,233,58.703
  99,233,66.303
 100,233,74.662
 101,233,84.217
 102,233,93.477
 103,233, 103.882
 104,233, 114.931
 105,233, 127.070
  67,234, 364.064
  68,234, 335.970
  69,234, 311.717
  70,234, 286.095
  71,234, 263.317
  72,234, 240.466
  73,234, 221.497
  74,234, 200.974
  75,234, 184.378
  76,234, 166.157
  77,234, 151.904
  78,234, 135.951
  79,234, 124.005
  80,234, 110.280
  81,234, 100.596
  82,234,89.052
  83,234,81.393
  84,234,71.719
  85,234,66.085
  86,234,58.374
  87,234,54.756
  88,234,47.972
  89,234,45.420
  90,234,40.823
  91,234,40.584
  92,234,38.233
  93,234,40.289
  94,234,40.162
  95,234,44.488
  96,234,46.558
  97,234,53.123
  98,234,57.352
  99,234,66.118
 100,234,72.465
 101,234,83.385
 102,234,91.317
 103,234, 103.105
 104,234, 112.168
 105,234, 125.747
  68,235, 346.635
  69,235, 321.168
  70,235, 296.035
  71,235, 272.027
  72,235, 249.715
  73,235, 229.437
  74,235, 209.511
  75,235, 191.566
  76,235, 174.001
  77,235, 158.361
  78,235, 143.128
  79,235, 129.760
  80,235, 116.819
  81,235, 105.681
  82,235,94.988
  83,235,85.824
  84,235,77.034
  85,235,69.843
  86,235,63.061
  87,235,57.834
  88,235,52.392
  89,235,48.134
  90,235,44.505
  91,235,42.499
  92,235,41.154
  93,235,41.385
  94,235,42.303
  95,235,44.750
  96,235,47.906
  97,235,52.538
  98,235,57.897
  99,235,64.678
 100,235,72.202
 101,235,81.087
 102,235,90.728
 103,235, 100.850
 104,235, 111.306
 105,235, 122.878
  68,236, 356.151
  69,236, 331.143
  70,236, 304.793
  71,236, 281.332
  72,236, 257.752
  73,236, 238.037
  74,236, 216.801
  75,236, 199.476
  76,236, 180.562
  77,236, 165.603
  78,236, 148.985
  79,236, 136.360
  80,236, 122.000
  81,236, 111.670
  82,236,99.528
  83,236,91.223
  84,236,80.927
  85,236,74.637
  86,236,66.296
  87,236,62.016
  88,236,55.358
  89,236,52.050
  90,236,46.715
  91,236,45.694
  92,236,42.583
  93,236,43.837
  94,236,42.934
  95,236,46.443
  96,236,47.722
  97,236,53.458
  98,236,56.890
  99,236,64.819
 100,236,70.363
 101,236,80.444
 102,236,88.056
 103,236, 100.221
 104,236, 108.716
 105,236, 121.699
 106,236, 131.921
  69,237, 340.882
  70,237, 314.999
  71,237, 290.327
  72,237, 267.263
  73,237, 246.250
  74,237, 225.586
  75,237, 206.922
  76,237, 188.639
  77,237, 172.303
  78,237, 156.376
  79,237, 142.339
  80,237, 128.734
  81,237, 116.961
  82,237, 105.638
  83,237,95.851
  84,237,86.420
  85,237,78.595
  86,237,71.162
  87,237,65.295
  88,237,59.854
  89,237,55.023
  90,237,50.644
  91,237,47.890
  92,237,45.772
  93,237,45.235
  94,237,45.363
  95,237,47.024
  96,237,49.376
  97,237,53.211
  98,237,57.757
  99,237,63.734
 100,237,70.438
 101,237,78.516
 102,237,87.335
 103,237,97.469
 104,237, 108.011
 105,237, 119.010
 106,237, 130.655
  69,238, 349.985
  70,238, 324.040
  71,238, 299.900
  72,238, 275.579
  73,238, 255.105
  74,238, 233.141
  75,238, 215.073
  76,238, 195.451
  77,238, 179.769
  78,238, 162.466
  79,238, 149.144
  80,238, 134.130
  81,238, 123.135
  82,238, 110.371
  83,238, 101.425
  84,238,90.509
  85,238,83.567
  86,238,74.597
  87,238,69.655
  88,238,62.627
  89,238,59.167
  90,238,53.115
  91,238,51.334
  92,238,47.483
  93,238,47.955
  94,238,46.294
  95,238,49.004
  96,238,49.511
  97,238,54.436
  98,238,57.085
  99,238,64.194
 100,238,68.951
 101,238,78.207
 102,238,85.030
 103,238,96.389
 104,238, 105.229
 105,238, 117.981
 106,238, 127.649
  70,239, 333.415
  71,239, 309.191
  72,239, 285.362
  73,239, 263.602
  74,239, 242.185
  75,239, 222.788
  76,239, 203.771
  77,239, 186.722
  78,239, 170.083
  79,239, 155.360
  80,239, 141.071
  81,239, 128.641
  82,239, 116.668
  83,239, 106.261
  84,239,96.191
  85,239,87.735
  86,239,79.653
  87,239,73.146
  88,239,67.050
  89,239,62.394
  90,239,57.287
  91,239,53.805
  92,239,50.935
  93,239,49.648
  94,239,49.004
  95,239,49.900
  96,239,51.464
  97,239,54.521
  98,239,58.268
  99,239,63.457
 100,239,69.356
 101,239,76.643
 102,239,84.654
 103,239,93.995
 104,239, 104.072
 105,239, 115.418
 106,239, 126.542
  70,240, 342.547
  71,240, 317.810
  72,240, 293.969
  73,240, 272.723
  74,240, 250.018
  75,240, 231.191
  76,240, 210.844
  77,240, 194.423
  78,240, 176.418
  79,240, 162.381
  80,240, 146.693
  81,240, 135.012
  82,240, 121.607
  83,240, 112.023
  84,240, 100.489
  85,240,92.896
  86,240,83.299
  87,240,77.696
  88,240,70.034
  89,240,66.420
  90,240,60.013
  91,240,57.493
  92,240,52.921
  93,240,52.632
  94,240,50.231
  95,240,52.161
  96,240,51.913
  97,240,56.044
  98,240,57.926
  99,240,64.231
 100,240,68.214
 101,240,76.661
 102,240,82.708
 103,240,93.255
 104,240, 101.320
 105,240, 113.922
 106,240, 123.716
 107,240, 137.299
 108,240, 148.135
  70,241, 352.995
  71,241, 327.214
  72,241, 302.863
  73,241, 281.514
  74,241, 259.331
  75,241, 239.187
  76,241, 219.419
  77,241, 201.641
  78,241, 184.273
  79,241, 168.844
  80,241, 153.852
  81,241, 140.746
  82,241, 128.101
  83,241, 117.076
  84,241, 106.371
  85,241,97.284
  86,241,88.556
  87,241,81.409
  88,241,74.658
  89,241,69.450
  90,241,64.423
  91,241,60.233
  92,241,56.631
  93,241,54.614
  94,241,53.217
  95,241,53.364
  96,241,54.159
  97,241,56.453
  98,241,59.419
  99,241,63.835
 100,241,68.944
 101,241,75.452
 102,241,82.669
 103,241,91.230
 104,241, 100.513
 105,241, 111.082
 106,241, 122.381
 107,241, 134.380
 108,241, 146.640
  70,242, 362.194
  71,242, 337.043
  72,242, 311.577
  73,242, 289.808
  74,242, 267.452
  75,242, 247.852
  76,242, 226.766
  77,242, 209.589
  78,242, 190.864
  79,242, 176.094
  80,242, 159.711
  81,242, 147.325
  82,242, 133.256
  83,242, 123.037
  84,242, 110.889
  85,242, 102.647
  86,242,92.423
  87,242,86.162
  88,242,77.864
  89,242,73.584
  90,242,67.212
  91,242,64.160
  92,242,58.888
  93,242,57.857
  94,242,54.733
  95,242,55.901
  96,242,54.914
  97,242,58.268
  98,242,59.399
  99,242,64.916
 100,242,68.140
 101,242,75.791
 102,242,81.075
 103,242,90.824
 104,242,98.126
 105,242, 109.931
 106,242, 119.204
 107,242, 133.013
 108,242, 143.413
  70,243, 372.704
  71,243, 346.528
  72,243, 321.628
  73,243, 298.712
  74,243, 276.021
  75,243, 256.141
  76,243, 235.607
  77,243, 217.083
  78,243, 198.968
  79,243, 182.814
  80,243, 167.101
  81,243, 153.297
  82,243, 139.959
  83,243, 128.321
  84,243, 116.983
  85,243, 107.268
  86,243,97.894
  87,243,90.108
  88,243,82.702
  89,243,76.848
  90,243,71.410
  91,243,67.165
  92,243,62.851
  93,243,60.122
  94,243,57.991
  95,243,57.406
  96,243,57.448
  97,243,58.995
  98,243,61.195
  99,243,64.853
 100,243,69.188
 101,243,74.930
 102,243,81.367
 103,243,89.160
 104,243,97.662
 105,243, 107.464
 106,243, 117.985
 107,243, 129.747
 108,243, 142.083
  70,244, 381.981
  71,244, 356.423
  72,244, 330.418
  73,244, 308.088
  74,244, 284.247
  75,244, 264.140
  76,244, 243.238
  77,244, 225.289
  78,244, 205.827
  79,244, 190.305
  80,244, 173.208
  81,244, 160.096
  82,244, 145.343
  83,244, 134.493
  84,244, 121.732
  85,244, 112.843
  86,244, 101.993
  87,244,95.074
  88,244,86.141
  89,244,81.195
  90,244,74.182
  91,244,71.209
  92,244,65.373
  93,244,63.618
  94,244,59.790
  95,244,60.213
  96,244,58.504
  97,244,61.097
  98,244,61.492
  99,244,66.236
 100,244,68.715
 101,244,75.585
 102,244,80.117
 103,244,89.082
 104,244,95.632
 105,244, 106.651
 106,244, 115.176
 107,244, 128.204
 108,244, 138.653
  70,245, 392.563
  71,245, 366.001
  72,245, 340.540
  73,245, 317.074
  74,245, 293.824
  75,245, 272.536
