Z,N,BE
8,8,128.03
8,9,132.45
8,10,141.84
8,11,144.95
8,12,152.98
8,13,155.15
8,14,161.39
8,15,162.16
8,16,165.98
8,17,164.91
8,18,167.41
8,19,165.5
8,20,166.82
8,21,163.92
8,22,165.12
8,23,162.45
8,24,162.41
8,25,156.45
8,26,155.44
8,27,153.57
8,28,152.82
8,29,146.1
8,30,143.61
8,31,138.81
8,32,138.21
8,33,133.19
8,34,128.4
9,8,129.22
9,9,136.73
9,10,148.51
9,11,154.18
9,12,162.95
9,13,167.59
9,14,174.7
9,15,177.6
9,16,181.85
9,17,182.8
9,18,185.65
9,19,185.9
9,20,187.81
9,21,187.13
9,22,188.68
9,23,186.52
9,24,187.0
9,25,183.96
9,26,182.94
9,27,180.41
9,28,181.8
9,29,176.87
9,30,174.05
9,31,171.84
9,32,169.69
9,33,164.46
9,34,161.23
9,35,157.42
9,36,156.19
9,37,150.59
10,8,134.37
10,9,144.67
10,10,160.81
10,11,166.96
10,12,177.97
10,13,182.69
10,14,192.61
10,15,195.62
10,16,202.25
10,17,203.38
10,18,208.55
10,19,208.71
10,20,212.44
10,21,212.33
10,22,215.27
10,23,213.91
10,24,215.81
10,25,213.44
10,26,213.97
10,27,212.52
10,28,213.76
10,29,208.31
10,30,207.94
10,31,204.63
10,32,203.55
10,33,199.89
10,34,196.56
10,35,195.47
10,36,192.93
10,37,186.34
10,38,183.8
10,39,178.88
10,40,175.78
10,41,171.04
11,8,133.28
11,9,146.2
11,10,162.95
11,11,172.93
11,12,185.85
11,13,192.42
11,14,201.94
11,15,207.09
11,16,214.29
11,17,217.95
11,18,223.78
11,19,225.85
11,20,229.86
11,21,231.24
11,22,234.25
11,23,234.92
11,24,237.09
11,25,236.34
11,26,237.49
11,27,237.37
11,28,238.04
11,29,235.49
11,30,234.64
11,31,231.93
11,32,230.84
11,33,227.6
11,34,225.76
11,35,224.21
11,36,222.02
11,37,217.76
11,38,215.72
11,39,210.2
11,40,207.1
11,41,202.72
11,42,200.93
11,43,195.83
11,44,192.31
12,8,136.48
12,9,150.19
12,10,169.14
12,11,181.22
12,12,197.38
12,13,204.63
12,14,216.69
12,15,221.54
12,16,230.7
12,17,234.84
12,18,242.17
12,19,244.97
12,20,250.78
12,21,252.24
12,22,256.93
12,23,257.88
12,24,261.62
12,25,261.37
12,26,264.29
12,27,264.25
12,28,267.12
12,29,263.97
12,30,264.89
12,31,262.16
12,32,262.17
12,33,259.02
12,34,258.89
12,35,255.6
12,36,254.46
12,37,250.72
12,38,249.28
12,39,245.53
12,40,243.98
12,41,238.9
12,42,236.12
12,43,233.13
12,44,230.79
12,45,225.96
12,46,223.25
12,47,217.85
13,8,133.77
13,9,149.89
13,10,168.9
13,11,183.18
13,12,199.71
13,13,210.69
13,14,223.56
13,15,231.47
13,16,240.88
13,17,246.09
13,18,255.07
13,19,258.96
13,20,265.42
13,21,268.23
13,22,273.44
13,23,275.54
13,24,279.7
13,25,281.04
13,26,284.33
13,27,286.26
13,28,289.18
13,29,287.35
13,30,288.31
13,31,287.16
13,32,287.12
13,33,285.64
13,34,285.62
13,35,283.38
13,36,282.04
13,37,278.62
13,38,277.6
13,39,274.62
13,40,273.19
13,41,269.96
13,42,267.26
13,43,263.67
13,44,263.13
13,45,258.18
13,46,255.57
13,47,251.32
13,48,249.05
13,49,244.88
13,50,241.47
14,8,133.93
14,9,151.76
14,10,173.33
14,11,187.88
14,12,206.11
14,13,218.51
14,14,234.72
14,15,242.12
14,16,254.09
14,17,260.55
14,18,270.27
14,19,275.07
14,20,283.1
14,21,286.45
14,22,293.16
14,23,294.93
14,24,300.95
14,25,302.6
14,26,307.05
14,27,309.42
14,28,313.99
14,29,312.62
14,30,314.96
14,31,313.69
14,32,315.16
14,33,313.58
14,34,314.7
14,35,312.38
14,36,312.51
14,37,310.06
14,38,309.08
14,39,306.23
14,40,305.87
14,41,302.48
14,42,301.22
14,43,297.68
14,44,296.64
14,45,293.67
14,46,291.44
14,47,287.82
14,48,286.28
14,49,282.25
14,50,282.66
14,51,273.84
14,52,270.79
14,53,265.64
14,54,262.23
15,8,129.62
15,9,148.57
15,10,171.08
15,11,186.85
15,12,205.96
15,13,220.82
15,14,236.82
15,15,248.65
15,16,261.53
15,17,268.81
15,18,279.28
15,19,285.73
15,20,294.28
15,21,299.1
15,22,305.95
15,23,309.68
15,24,315.89
15,25,319.12
15,26,324.3
15,27,326.33
15,28,330.82
15,29,332.16
15,30,334.73
15,31,334.98
15,32,336.8
15,33,336.33
15,34,337.55
15,35,336.44
15,36,336.83
15,37,335.27
15,38,335.11
15,39,332.92
15,40,332.66
15,41,330.21
15,42,328.86
15,43,326.24
15,44,324.95
15,45,322.29
15,46,320.89
15,47,319.12
15,48,315.73
15,49,312.65
15,50,310.99
15,51,307.03
15,52,304.13
15,53,299.68
15,54,296.28
15,55,291.75
15,56,288.1
15,57,285.83
15,58,283.05
16,8,127.26
16,9,146.91
16,10,171.62
16,11,188.21
16,12,209.21
16,13,224.15
16,14,242.78
16,15,255.01
16,16,270.83
16,17,279.06
16,18,290.84
16,19,297.96
16,20,308.18
16,21,313.37
16,22,321.79
16,23,325.87
16,24,333.62
16,25,337.2
16,26,343.97
16,27,346.63
16,28,352.04
16,29,353.47
16,30,357.7
16,31,358.07
16,32,361.19
16,33,361.23
16,34,363.43
16,35,362.34
16,36,364.04
16,37,362.27
16,38,363.66
16,39,361.74
16,40,362.32
16,41,359.61
16,42,359.88
16,43,357.01
16,44,356.81
16,45,354.07
16,46,353.72
16,47,350.74
16,48,349.82
16,49,346.85
16,50,345.32
16,51,341.94
16,52,340.13
16,53,335.73
16,54,333.76
16,55,329.88
16,56,327.31
16,57,322.55
16,58,318.44
16,59,314.2
16,60,310.84
17,8,120.64
17,9,141.61
17,10,166.81
17,11,185.82
17,12,207.13
17,13,223.97
17,14,242.96
17,15,257.05
17,16,272.96
17,17,283.94
17,18,297.17
17,19,305.74
17,20,316.45
17,21,323.26
17,22,332.19
17,23,337.33
17,24,345.93
17,25,350.77
17,26,357.73
17,27,361.57
17,28,367.77
17,29,370.54
17,30,374.78
17,31,376.45
17,32,379.8
17,33,380.87
17,34,383.48
17,35,383.68
17,36,384.86
17,37,384.79
17,38,386.39
17,39,385.56
17,40,386.49
17,41,385.29
17,42,385.99
17,43,384.45
17,44,383.52
17,45,381.31
17,46,381.23
17,47,379.59
17,48,378.81
17,49,376.29
17,50,374.72
17,51,371.52
17,52,369.69
17,53,366.08
17,54,364.94
17,55,362.3
17,56,359.76
17,57,355.71
17,58,352.52
17,59,347.85
17,60,344.54
17,61,339.97
17,62,335.47
18,9,137.69
18,10,164.61
18,11,184.38
18,12,207.99
18,13,225.49
18,14,246.12
18,15,260.75
18,16,278.25
18,17,290.52
18,18,306.06
18,19,315.61
18,20,327.77
18,21,335.08
18,22,345.67
18,23,351.38
18,24,361.23
18,25,365.83
18,26,374.41
18,27,378.97
18,28,386.25
18,29,389.07
18,30,394.33
18,31,396.32
18,32,400.72
18,33,402.17
18,34,406.06
18,35,405.99
18,36,408.99
18,37,408.99
18,38,411.68
18,39,411.02
18,40,413.11
18,41,411.94
18,42,413.57
18,43,412.44
18,44,412.21
18,45,410.56
18,46,411.19
18,47,409.3
18,48,409.7
18,49,407.5
18,50,407.44
18,51,404.4
18,52,403.31
18,53,399.91
18,54,398.22
18,55,395.6
18,56,393.17
18,57,389.76
18,58,387.43
18,59,383.46
18,60,380.55
18,61,375.18
18,62,371.88
18,63,366.82
18,64,363.87
18,65,358.26
19,10,158.29
19,11,179.85
19,12,203.79
19,13,222.81
19,14,244.38
19,15,260.47
19,16,278.64
19,17,292.78
19,18,308.83
19,19,320.26
19,20,333.85
19,21,342.54
19,22,353.54
19,23,360.93
19,24,370.69
19,25,377.28
19,26,386.14
19,27,391.64
19,28,399.56
19,29,403.71
19,30,409.09
19,31,411.85
19,32,416.29
19,33,418.43
19,34,422.67
19,35,423.74
19,36,427.06
19,37,428.12
19,38,431.39
19,39,431.38
19,40,433.48
19,41,433.54
19,42,435.2
19,43,434.77
19,44,435.97
19,45,435.11
19,46,436.03
19,47,435.09
19,48,435.83
19,49,434.59
19,50,434.83
19,51,432.52
19,52,431.41
19,53,428.69
19,54,427.05
19,55,423.91
19,56,422.26
19,57,420.28
19,58,417.98
19,59,414.0
19,60,411.34
19,61,407.12
19,62,404.67
19,63,397.93
19,64,394.99
19,65,390.58
19,66,387.29
19,67,382.96
19,68,379.41
20,10,154.64
20,11,176.7
20,12,202.61
20,13,222.19
20,14,245.36
20,15,262.07
20,16,281.63
20,17,296.13
20,18,313.72
20,19,326.55
20,20,342.62
20,21,351.62
20,22,364.24
20,23,371.98
20,24,383.28
20,25,390.21
20,26,400.5
20,27,406.38
20,28,415.48
20,29,419.77
20,30,426.45
20,31,429.35
20,32,435.06
20,33,436.95
20,34,442.33
20,35,443.99
20,36,448.48
20,37,449.51
20,38,453.45
20,39,454.18
20,40,457.88
20,41,457.93
20,42,460.7
20,43,460.33
20,44,462.71
20,45,462.16
20,46,464.11
20,47,463.42
20,48,464.95
20,49,463.83
20,50,464.92
20,51,462.64
20,52,462.42
20,53,459.54
20,54,458.68
20,55,455.49
20,56,454.5
20,57,452.66
20,58,450.2
20,59,447.07
20,60,445.29
20,61,441.64
20,62,437.23
20,63,432.47
20,64,430.17
20,65,425.9
20,66,423.52
20,67,418.88
20,68,416.58
20,69,412.04
20,70,409.52
20,71,404.58
20,72,401.68
21,11,169.89
21,12,197.22
21,13,218.02
21,14,241.12
21,15,259.35
21,16,279.25
21,17,295.55
21,18,313.54
21,19,327.81
21,20,344.09
21,21,355.38
21,22,369.08
21,23,378.44
21,24,390.21
21,25,398.24
21,26,408.97
21,27,416.14
21,28,425.49
21,29,430.99
21,30,437.98
21,31,442.09
21,32,447.86
21,33,450.87
21,34,456.45
21,35,459.19
21,36,463.88
21,37,466.12
21,38,470.43
21,39,472.19
21,40,475.94
21,41,477.02
21,42,480.02
21,43,480.8
21,44,483.12
21,45,483.55
21,46,485.61
21,47,485.77
21,48,487.64
21,49,487.64
21,50,488.81
21,51,487.33
21,52,487.17
21,53,485.07
21,54,484.31
21,55,481.82
21,56,480.7
21,57,478.53
21,58,477.43
21,59,473.56
21,60,472.0
21,61,468.33
21,62,465.96
21,63,462.44
21,64,460.15
21,65,456.49
21,66,454.64
21,67,450.65
21,68,447.73
21,69,444.11
21,70,441.37
21,71,437.26
21,72,434.33
21,73,430.34
21,74,428.99
22,12,194.38
22,13,215.61
22,14,240.07
22,15,258.64
22,16,280.22
22,17,296.39
22,18,316.36
22,19,330.94
22,20,348.74
22,21,361.04
22,22,376.91
22,23,386.65
22,24,399.29
22,25,408.56
22,26,420.36
22,27,427.95
22,28,438.59
22,29,444.32
22,30,452.6
22,31,456.99
22,32,464.16
22,33,467.3
22,34,473.65
22,35,476.66
22,36,482.65
22,37,485.06
22,38,490.44
22,39,492.36
22,40,497.16
22,41,498.31
22,42,502.54
22,43,503.35
22,44,507.01
22,45,507.46
22,46,510.5
22,47,510.79
22,48,513.73
22,49,513.74
22,50,515.85
22,51,514.42
22,52,515.08
22,53,513.02
22,54,513.06
22,55,510.64
22,56,510.28
22,57,508.01
22,58,507.03
22,59,503.52
22,60,502.77
22,61,499.38
22,62,497.77
22,63,494.14
22,64,492.72
22,65,489.16
22,66,487.6
22,67,483.59
22,68,482.03
22,69,478.12
22,70,476.39
22,71,472.17
22,72,470.1
22,73,465.79
22,74,463.42
22,75,460.46
22,76,457.28
23,13,210.14
23,14,234.78
23,15,254.64
23,16,276.47
23,17,294.46
23,18,313.99
23,19,330.39
23,20,348.55
23,21,362.45
23,22,378.67
23,23,390.07
23,24,404.27
23,25,414.3
23,26,426.54
23,27,435.51
23,28,446.54
23,29,453.53
23,30,461.77
23,31,467.3
23,32,474.39
23,33,479.08
23,34,485.85
23,35,490.11
23,36,496.14
23,37,499.55
23,38,505.08
23,39,508.15
23,40,513.12
23,41,515.29
23,42,519.71
23,43,521.56
23,44,525.39
23,45,526.97
23,46,530.2
23,47,531.53
23,48,534.07
23,49,535.3
23,50,537.5
23,51,536.93
23,52,537.61
23,53,536.32
23,54,536.41
23,55,534.65
23,56,534.39
23,57,532.59
23,58,531.59
23,59,529.46
23,60,528.79
23,61,526.19
23,62,525.12
23,63,522.47
23,64,521.03
23,65,518.0
23,66,516.29
23,67,513.12
23,68,511.11
23,69,507.87
23,70,506.17
23,71,502.59
23,72,500.67
23,73,497.15
23,74,495.9
23,75,492.07
23,76,489.5
23,77,485.58
23,78,482.96
24,14,232.19
24,15,252.37
24,16,275.93
24,17,294.27
24,18,315.26
24,19,331.77
24,20,351.4
24,21,365.59
24,22,382.9
24,23,395.74
24,24,411.93
24,25,422.27
24,26,435.77
24,27,445.12
24,28,457.4
24,29,464.7
24,30,473.9
24,31,479.68
24,32,488.65
24,33,493.62
24,34,501.42
24,35,505.55
24,36,512.72
24,37,516.28
24,38,522.85
24,39,526.18
24,40,532.14
24,41,534.49
24,42,539.89
24,43,541.97
24,44,546.66
24,45,548.5
24,46,552.67
24,47,553.79
24,48,557.65
24,49,559.0
24,50,562.06
24,51,561.57
24,52,563.09
24,53,561.88
24,54,562.73
24,55,561.13
24,56,561.6
24,57,559.69
24,58,559.86
24,59,557.56
24,60,557.66
24,61,555.31
24,62,555.07
24,63,552.27
24,64,551.56
24,65,548.64
24,66,547.68
24,67,544.48
24,68,543.29
24,69,540.04
24,70,538.79
24,71,535.26
24,72,534.03
24,73,530.58
24,74,529.12
24,75,525.52
24,76,524.22
24,77,520.62
24,78,518.54
24,79,514.58
25,15,247.29
25,16,271.28
25,17,290.87
25,18,312.28
25,19,329.86
25,20,349.97
25,21,365.35
25,22,383.47
25,23,397.28
25,24,413.85
25,25,426.17
25,26,440.35
25,27,450.97
25,28,463.68
25,29,472.0
25,30,481.6
25,31,489.08
25,32,497.78
25,33,503.95
25,34,511.97
25,35,517.2
25,36,524.56
25,37,529.06
25,38,535.92
25,39,540.21
25,40,546.37
25,41,549.76
25,42,555.33
25,43,558.29
25,44,563.13
25,45,565.94
25,46,570.1
25,47,572.42
25,48,576.47
25,49,578.67
25,50,582.0
25,51,582.19
25,52,583.85
25,53,583.37
25,54,584.31
25,55,583.42
25,56,584.13
25,57,582.83
25,58,583.27
25,59,581.55
25,60,581.65
25,61,580.18
25,62,579.96
25,63,578.04
25,64,577.47
25,65,575.35
25,66,574.49
25,67,572.27
25,68,571.19
25,69,568.47
25,70,567.18
25,71,564.38
25,72,563.07
25,73,560.22
25,74,558.8
25,75,555.86
25,76,554.2
25,77,551.48
25,78,549.54
25,79,546.41
25,80,544.36
26,16,269.07
26,17,289.07
26,18,311.99
26,19,329.87
26,20,351.31
26,21,367.12
26,22,386.38
26,23,400.63
26,24,418.28
26,25,431.3
26,26,448.05
26,27,458.75
26,28,472.62
26,29,481.36
26,30,492.19
26,31,499.21
26,32,509.57
26,33,515.95
26,34,525.11
26,35,530.65
26,36,539.1
26,37,543.91
26,38,551.85
26,39,556.23
26,40,563.44
26,41,566.98
26,42,573.53
26,43,576.66
26,44,582.36
26,45,585.21
26,46,590.58
26,47,593.11
26,48,597.86
26,49,600.33
26,50,604.52
26,51,604.76
26,52,607.26
26,53,606.84
26,54,608.6
26,55,607.34
26,56,608.9
26,57,607.81
26,58,608.88
26,59,606.97
26,60,607.89
26,61,606.89
26,62,607.48
26,63,605.83
26,64,605.95
26,65,603.77
26,66,603.68
26,67,601.28
26,68,601.08
26,69,598.55
26,70,597.97
26,71,595.19
26,72,594.42
26,73,591.58
26,74,590.89
26,75,588.0
26,76,587.19
26,77,584.28
26,78,582.95
26,79,580.03
26,80,578.71
26,81,575.64
27,17,284.06
27,18,307.33
27,19,326.44
27,20,348.28
27,21,365.47
27,22,385.09
27,23,400.83
27,24,418.92
27,25,433.22
27,26,450.0
27,27,462.75
27,28,477.17
27,29,487.03
27,30,498.24
27,31,506.7
27,32,516.75
27,33,524.1
27,34,533.54
27,35,540.43
27,36,549.11
27,37,555.12
27,38,563.16
27,39,568.49
27,40,575.84
27,41,580.39
27,42,587.12
27,43,591.23
27,44,597.32
27,45,600.79
27,46,606.34
27,47,609.8
27,48,615.16
27,49,618.22
27,50,622.56
27,51,623.58
27,52,626.16
27,53,626.52
27,54,628.44
27,55,628.4
27,56,629.85
27,57,629.13
27,58,630.33
27,59,629.62
27,60,630.03
27,61,629.29
27,62,629.95
27,63,629.43
27,64,629.73
27,65,628.38
27,66,628.46
27,67,626.9
27,68,626.9
27,69,625.05
27,70,624.41
27,71,622.32
27,72,621.55
27,73,619.48
27,74,618.76
27,75,616.53
27,76,615.64
27,77,613.39
27,78,612.34
27,79,610.06
27,80,608.82
27,81,606.43
27,82,604.88
28,18,304.95
28,19,325.34
28,20,348.01
28,21,365.47
28,22,386.29
28,23,402.11
28,24,421.44
28,25,436.22
28,26,454.18
28,27,467.68
28,28,484.13
28,29,494.14
28,30,506.72
28,31,515.37
28,32,526.7
28,33,533.98
28,34,544.47
28,35,551.52
28,36,561.51
28,37,567.77
28,38,576.71
28,39,582.37
28,40,590.74
28,41,595.47
28,42,603.15
28,43,607.34
28,44,614.35
28,45,618.23
28,46,624.72
28,47,628.39
28,48,634.37
28,49,637.56
28,50,642.95
28,51,643.99
28,52,647.38
28,53,647.74
28,54,650.4
28,55,650.37
28,56,652.57
28,57,651.94
28,58,654.04
28,59,652.79
28,60,654.51
28,61,653.97
28,62,655.47
28,63,654.99
28,64,656.1
28,65,654.73
28,66,655.47
28,67,653.96
28,68,654.61
28,69,652.86
28,70,653.09
28,71,650.96
28,72,650.81
28,73,648.69
28,74,648.7
28,75,646.51
28,76,646.3
28,77,644.12
28,78,643.73
28,79,641.65
28,80,641.07
28,81,638.78
28,82,637.93
28,83,633.74
29,19,320.04
29,20,342.89
29,21,361.28
29,22,382.55
29,23,399.49
29,24,419.07
29,25,434.87
29,26,453.15
29,27,467.75
29,28,484.32
29,29,496.15
29,30,509.24
29,31,519.05
29,32,530.41
29,33,539.31
29,34,550.08
29,35,558.35
29,36,568.41
29,37,575.69
29,38,585.0
29,39,591.6
29,40,600.06
29,41,605.8
29,42,613.63
29,43,618.85
29,44,626.06
29,45,630.7
29,46,637.36
29,47,641.84
29,48,648.1
29,49,652.24
29,50,657.7
29,51,659.73
29,52,663.25
29,53,664.45
29,54,666.89
29,55,667.83
29,56,670.27
29,57,670.74
29,58,672.97
29,59,672.83
29,60,674.66
29,61,674.75
29,62,676.64
29,63,676.42
29,64,677.58
29,65,676.9
29,66,677.8
29,67,676.99
29,68,677.65
29,69,676.56
29,70,676.83
29,71,675.57
29,72,675.41
29,73,674.09
29,74,674.05
29,75,672.54
29,76,672.56
29,77,670.94
29,78,670.58
29,79,669.01
29,80,668.5
29,81,666.88
29,82,666.06
29,83,662.57
30,21,358.56
30,22,381.15
30,23,397.92
30,24,418.67
30,25,434.73
30,26,454.04
30,27,469.12
30,28,487.03
30,29,499.25
30,30,513.95
30,31,524.11
30,32,536.75
30,33,546.47
30,34,557.8
30,35,566.21
30,36,577.38
30,37,584.79
30,38,595.18
30,39,602.06
30,40,611.58
30,41,617.61
30,42,626.4
30,43,631.57
30,44,639.71
30,45,644.81
30,46,652.34
30,47,657.06
30,48,663.89
30,49,668.27
30,50,674.63
30,51,676.73
30,52,680.71
30,53,682.22
30,54,685.92
30,55,687.09
30,56,690.49
30,57,690.96
30,58,693.97
30,59,694.22
30,60,696.8
30,61,697.27
30,62,699.62
30,63,699.48
30,64,701.22
30,65,700.76
30,66,702.34
30,67,701.7
30,68,703.08
30,69,702.3
30,70,703.17
30,71,701.79
30,72,702.43
30,73,700.7
30,74,701.33
30,75,699.87
30,76,700.51
30,77,699.01
30,78,699.2
30,79,697.67
30,80,697.83
30,81,696.34
30,82,696.2
30,83,692.6
31,22,375.54
31,23,394.08
31,24,415.01
31,25,432.21
31,26,451.22
31,27,467.25
31,28,485.68
31,29,498.77
31,30,514.0
31,31,526.22
31,32,539.72
31,33,550.08
31,34,562.13
31,35,571.6
31,36,582.72
31,37,591.15
31,38,601.55
31,39,609.28
31,40,619.14
31,41,625.91
31,42,634.86
31,43,640.98
31,44,649.43
31,45,655.32
31,46,663.11
31,47,668.64
31,48,675.86
31,49,681.01
31,50,687.48
31,51,690.38
31,52,694.56
31,53,696.95
31,54,700.74
31,55,702.97
31,56,706.64
31,57,707.84
31,58,710.95
31,59,711.87
31,60,714.71
31,61,715.7
31,62,718.06
31,63,718.54
31,64,720.65
31,65,720.86
31,66,722.65
31,67,722.84
31,68,724.27
31,69,724.06
31,70,725.18
31,71,724.57
31,72,725.39
31,73,724.26
31,74,724.86
31,75,723.88
31,76,724.43
31,77,723.57
31,78,724.01
31,79,723.05
31,80,723.39
31,81,722.47
31,82,722.38
31,83,719.41
32,23,391.39
32,24,413.43
32,25,430.98
32,26,451.47
32,27,467.26
32,28,486.45
32,29,500.08
32,30,516.37
32,31,529.45
32,32,544.61
32,33,555.12
32,34,568.35
32,35,578.04
32,36,590.39
32,37,598.83
32,38,610.13
32,39,618.33
32,40,628.96
32,41,636.05
32,42,645.96
32,43,652.45
32,44,661.42
32,45,667.54
32,46,676.3
32,47,681.92
32,48,690.01
32,49,695.03
32,50,702.5
32,51,705.36
32,52,710.65
32,53,712.94
32,54,718.16
32,55,720.39
32,56,724.63
32,57,726.22
32,58,730.07
32,59,731.24
32,60,734.77
32,61,735.9
32,62,738.98
32,63,739.61
32,64,742.37
32,65,742.8
32,66,745.33
32,67,745.63
32,68,747.82
32,69,747.69
32,70,749.62
32,71,749.07
32,72,750.45
32,73,749.3
32,74,750.62
32,75,749.66
32,76,750.51
32,77,749.66
32,78,750.77
32,79,749.89
32,80,750.74
32,81,749.9
32,82,750.44
32,83,747.47
32,84,746.15
33,24,408.12
33,25,426.76
33,26,447.44
33,27,464.34
33,28,483.46
33,29,498.48
33,30,515.52
33,31,529.23
33,32,544.71
33,33,556.9
33,34,570.78
33,35,581.59
33,36,594.01
33,37,603.6
33,38,615.08
33,39,623.86
33,40,634.8
33,41,643.03
33,42,653.1
33,43,660.6
33,44,669.6
33,45,676.61
33,46,685.61
33,47,692.13
33,48,700.39
33,49,706.3
33,50,713.62
33,51,717.55
33,52,723.0
33,53,726.12
33,54,731.0
33,55,734.33
33,56,738.74
33,57,741.15
33,58,745.25
33,59,747.1
33,60,750.86
33,61,752.68
33,62,755.97
33,63,757.25
33,64,760.15
33,65,761.37
33,66,763.97
33,67,765.13
33,68,767.38
33,69,768.02
33,70,769.81
33,71,770.08
33,72,771.48
33,73,771.12
33,74,772.43
33,75,772.09
33,76,773.08
33,77,772.73
33,78,773.96
33,79,773.68
33,80,774.65
33,81,774.38
33,82,775.05
33,83,772.65
33,84,771.26
33,85,768.7
33,86,767.15
34,25,424.29
34,26,446.05
34,27,463.26
34,28,483.51
34,29,498.71
34,30,516.52
34,31,530.51
34,32,547.09
34,33,560.02
34,34,575.44
34,35,586.52
34,36,600.01
34,37,609.7
34,38,622.22
34,39,631.21
34,40,642.98
34,41,651.4
34,42,662.42
34,43,670.17
34,44,680.06
34,45,687.25
34,46,697.14
34,47,703.86
34,48,713.01
34,49,719.01
34,50,727.19
34,51,731.17
34,52,737.44
34,53,740.69
34,54,746.36
34,55,749.73
34,56,755.09
34,57,757.68
34,58,762.43
34,59,764.85
34,60,769.15
34,61,771.19
34,62,775.28
34,63,776.6
34,64,780.2
34,65,781.52
34,66,784.97
34,67,786.18
34,68,789.32
34,69,790.04
34,70,792.59
34,71,792.81
34,72,794.89
34,73,794.97
34,74,796.58
34,75,796.09
34,76,797.74
34,77,797.17
34,78,799.02
34,79,798.81
34,80,800.38
34,81,800.22
34,82,801.57
34,83,799.22
34,84,798.48
34,85,795.76
34,86,794.77
35,26,440.95
35,27,459.15
35,28,480.01
35,29,496.05
35,30,513.68
35,31,529.15
35,32,545.97
35,33,559.9
35,34,575.69
35,35,588.15
35,36,602.32
35,37,613.03
35,38,625.58
35,39,635.55
35,40,647.4
35,41,656.66
35,42,667.9
35,43,676.53
35,44,686.59
35,45,694.8
35,46,704.86
35,47,712.38
35,48,721.81
35,49,728.74
35,50,737.24
35,51,742.16
35,52,748.36
35,53,752.25
35,54,757.7
35,55,761.93
35,56,767.43
35,57,770.79
35,58,775.8
35,59,778.92
35,60,783.7
35,61,786.48
35,62,790.67
35,63,792.78
35,64,796.45
35,65,798.44
35,66,802.12
35,67,803.8
35,68,807.08
35,69,808.5
35,70,811.15
35,71,812.07
35,72,814.05
35,73,814.61
35,74,816.37
35,75,816.56
35,76,818.37
35,77,818.72
35,78,820.41
35,79,820.83
35,80,822.56
35,81,823.13
35,82,824.67
35,83,822.79
35,84,822.11
35,85,819.91
35,86,818.88
35,87,816.59
35,88,815.4
36,27,456.83
36,28,478.49
36,29,494.84
36,30,513.86
36,31,529.18
36,32,546.97
36,33,561.11
36,34,577.98
36,35,591.12
36,36,606.72
36,37,617.8
36,38,631.49
36,39,641.82
36,40,654.42
36,41,663.81
36,42,675.69
36,43,684.49
36,44,695.82
36,45,703.97
36,46,714.9
36,47,722.58
36,48,732.97
36,49,739.99
36,50,749.4
36,51,754.44
36,52,761.35
36,53,765.3
36,54,771.64
36,55,775.85
36,56,782.13
36,57,785.66
36,58,791.39
36,59,794.88
36,60,800.45
36,61,803.4
36,62,808.39
36,63,810.86
36,64,815.19
36,65,817.19
36,66,821.5
36,67,823.33
36,68,827.18
36,69,828.62
36,70,831.9
36,71,832.83
36,72,835.49
36,73,835.97
36,74,838.35
36,75,838.65
36,76,841.15
36,77,841.79
36,78,844.15
36,79,844.3
36,80,846.7
36,81,847.42
36,82,849.62
36,83,847.74
36,84,847.7
36,85,845.44
36,86,844.95
36,87,842.67
36,88,842.16
37,29,490.71
37,30,509.91
37,31,526.04
37,32,544.11
37,33,559.39
37,34,576.48
37,35,590.57
37,36,606.45
37,37,619.19
37,38,633.83
37,39,645.13
37,40,657.94
37,41,668.07
37,42,679.99
37,43,689.46
37,44,701.01
37,45,710.2
37,46,721.26
37,47,729.76
37,48,740.23
37,49,748.14
37,50,757.69
37,51,763.54
37,52,770.57
37,53,775.28
37,54,781.75
37,55,786.53
37,56,793.01
37,57,797.37
37,58,803.5
37,59,807.82
37,60,813.51
37,61,817.29
37,62,822.32
37,63,825.47
37,64,830.05
37,65,832.86
37,66,837.04
37,67,839.51
37,68,843.45
37,69,845.56
37,70,848.86
37,71,850.38
37,72,853.07
37,73,853.94
37,74,856.43
37,75,857.61
37,76,860.32
37,77,861.62
37,78,863.96
37,79,864.77
37,80,867.29
37,81,868.65
37,82,870.91
37,83,869.64
37,84,869.57
37,85,867.98
37,86,867.49
37,87,865.75
37,88,865.23
37,89,863.42
37,90,862.78
37,91,860.17
38,30,508.15
38,31,524.81
38,32,543.83
38,33,559.28
38,34,577.28
38,35,591.42
38,36,608.68
38,37,622.23
38,38,638.26
38,39,649.82
38,40,663.55
38,41,673.8
38,42,686.36
38,43,695.74
38,44,708.35
38,45,717.64
38,46,729.73
38,47,738.52
38,48,749.95
38,49,757.95
38,50,768.44
38,51,774.35
38,52,782.21
38,53,787.17
38,54,794.2
38,55,798.98
38,56,806.18
38,57,810.73
38,58,817.68
38,59,822.1
38,60,828.68
38,61,832.49
38,62,838.32
38,63,841.6
38,64,846.88
38,65,849.79
38,66,854.71
38,67,857.27
38,68,861.9
38,69,864.1
38,70,868.01
38,71,869.46
38,72,872.79
38,73,873.93
38,74,876.95
38,75,878.49
38,76,881.62
38,77,883.05
38,78,886.09
38,79,887.18
38,80,890.01
38,81,891.41
38,82,894.36
38,83,893.05
38,84,893.63
38,85,892.01
38,86,892.11
38,87,890.32
38,88,890.38
38,89,888.52
38,90,888.38
38,91,885.63
38,92,886.06
